t,pressure,temperature,density
0.0027510000000000407,101325.0,491.2262404509386,0.7187091230381162
0.002752000000000041,101325.0,491.3093572805234,0.7185875360526143
0.002753000000000041,101325.0,491.39248441564666,0.7184659751311477
0.002754000000000041,101325.0,491.4756218565623,0.7183444402677668
0.0027550000000000413,101325.0,491.55876960352396,0.7182229314565237
0.0027560000000000414,101325.0,491.6419276567848,0.7181014486914716
0.0027570000000000415,101325.0,491.7250960165977,0.717979991966666
0.0027580000000000417,101325.0,491.8082746832152,0.7178585612761631
0.002759000000000042,101325.0,491.8914636568894,0.717737156614021
0.002760000000000042,101325.0,491.97466293787227,0.7176157779742992
0.002761000000000042,101325.0,492.05787252641517,0.717494425351059
0.002762000000000042,101325.0,492.14109242276925,0.7173730987383625
0.0027630000000000423,101325.0,492.22432262718524,0.7172517981302743
0.0027640000000000425,101325.0,492.3075631399136,0.7171305235208595
0.0027650000000000426,101325.0,492.39081396120446,0.7170092749041854
0.0027660000000000427,101325.0,492.47407509130744,0.7168880522743206
0.002767000000000043,101325.0,492.557346530472,0.7167668556253349
0.002768000000000043,101325.0,492.6406282789471,0.7166456849513002
0.002769000000000043,101325.0,492.7239203369814,0.7165245402462893
0.0027700000000000433,101325.0,492.8072227048233,0.7164034215043769
0.0027710000000000434,101325.0,492.8905353827207,0.716282328719639
0.0027720000000000435,101325.0,492.9738583709213,0.7161612618861535
0.0027730000000000437,101325.0,493.0571916696722,0.716040220997999
0.002774000000000044,101325.0,493.14053527922044,0.7159192060492565
0.002775000000000044,101325.0,493.22388919981256,0.7157982170340079
0.002776000000000044,101325.0,493.3072534316948,0.7156772539463366
0.002777000000000044,101325.0,493.390627975113,0.7155563167803279
0.0027780000000000443,101325.0,493.47401283031263,0.7154354055300683
0.0027790000000000445,101325.0,493.5574079975389,0.7153145201896459
0.0027800000000000446,101325.0,493.6408134770366,0.7151936607531504
0.0027810000000000447,101325.0,493.72422926905017,0.7150728272146726
0.002782000000000045,101325.0,493.8076553738237,0.7149520195683051
0.002783000000000045,101325.0,493.89109179160096,0.7148312378081422
0.002784000000000045,101325.0,493.9745385226253,0.7147104819282792
0.0027850000000000453,101325.0,494.05799556713987,0.7145897519228134
0.0027860000000000454,101325.0,494.14146292538726,0.7144690477858431
0.0027870000000000455,101325.0,494.2249405976099,0.7143483695114683
0.0027880000000000457,101325.0,494.30842858404964,0.7142277170937908
0.0027890000000000458,101325.0,494.39192688494825,0.7141070905269135
0.002790000000000046,101325.0,494.47543550054695,0.7139864898049407
0.002791000000000046,101325.0,494.55895443108665,0.7138659149219788
0.002792000000000046,101325.0,494.64248367680796,0.713745365872135
0.0027930000000000463,101325.0,494.7260232379511,0.7136248426495185
0.0027940000000000464,101325.0,494.8095731147559,0.7135043452482396
0.0027950000000000466,101325.0,494.8931333074619,0.7133838736624105
0.0027960000000000467,101325.0,494.97670381630826,0.7132634278861444
0.002797000000000047,101325.0,495.0602846415338,0.7131430079135564
0.002798000000000047,101325.0,495.143875783377,0.7130226137387631
0.002799000000000047,101325.0,495.22747724207585,0.7129022453558821
0.0028000000000000472,101325.0,495.3110890178682,0.7127819027590331
0.0028010000000000474,101325.0,495.3947111109914,0.7126615859423368
0.0028020000000000475,101325.0,495.4783435216825,0.7125412948999157
0.0028030000000000476,101325.0,495.5619862501782,0.7124210296258936
0.0028040000000000478,101325.0,495.6456392967148,0.7123007901143961
0.002805000000000048,101325.0,495.72930266152827,0.7121805763595497
0.002806000000000048,101325.0,495.81297634485423,0.7120603883554831
0.002807000000000048,101325.0,495.89666034692794,0.711940226096326
0.0028080000000000483,101325.0,495.98035466798433,0.7118200895762098
0.0028090000000000484,101325.0,496.064059308258,0.7116999787892669
0.0028100000000000486,101325.0,496.14777426798304,0.711579893729632
0.0028110000000000487,101325.0,496.23149954739335,0.711459834391441
0.002812000000000049,101325.0,496.31523514672244,0.7113398007688306
0.002813000000000049,101325.0,496.3989810662035,0.71121979285594
0.002814000000000049,101325.0,496.48273730606917,0.7110998106469091
0.0028150000000000492,101325.0,496.56650386655195,0.7109798541358798
0.0028160000000000494,101325.0,496.6502807478839,0.7108599233169952
0.0028170000000000495,101325.0,496.7340679502968,0.7107400181844
0.0028180000000000496,101325.0,496.81786547402186,0.7106201387322403
0.0028190000000000498,101325.0,496.9016733192902,0.7105002849546637
0.00282000000000005,101325.0,496.9854914863324,0.7103804568458194
0.00282100000000005,101325.0,497.06931997537885,0.7102606543998577
0.00282200000000005,101325.0,497.15315878665933,0.7101408776109311
0.0028230000000000503,101325.0,497.2370079204035,0.7100211264731929
0.0028240000000000504,101325.0,497.3208673768406,0.7099014009807982
0.0028250000000000506,101325.0,497.4047371561995,0.7097817011279033
0.0028260000000000507,101325.0,497.48861725870864,0.7096620269086663
0.002827000000000051,101325.0,497.5725076845962,0.7095423783172468
0.002828000000000051,101325.0,497.65640843409,0.7094227553478052
0.002829000000000051,101325.0,497.74031950741744,0.7093031579945046
0.0028300000000000512,101325.0,497.8242409048056,0.7091835862515083
0.0028310000000000514,101325.0,497.90817262648125,0.7090640401129821
0.0028320000000000515,101325.0,497.9921146726707,0.7089445195730923
0.0028330000000000516,101325.0,498.0760670436,0.7088250246260078
0.0028340000000000518,101325.0,498.1600297394948,0.708705555265898
0.002835000000000052,101325.0,498.2440027605804,0.7085861114869341
0.002836000000000052,101325.0,498.32798610708164,0.7084666932832888
